txid,amount,shopper_country,issuer_country,shopper_email,creation_date,card_number_hash,txvariantcode,bin,currency,fraud
202,364165,NO,NO,chantel.albus@hotmail.com,07/10/2016 09:57 PM,f9a6dc03d66721d5f8,mcsuperpremiumcredit,735540,EUR,0
203,294535,FR,FR,annika.locust@hotmail.com,07/10/2016 10:00 PM,a3df3cc9d1e5413d2f,visacorporatedebit,789646,GBP,0
204,638620,AU,AU,lissette.walrath@yahoo.com,08/10/2016 12:06 AM,c87668bfb5cfab9876,mcstandardcredit,529735,CAD,0
205,242321,CN,CN,noma.moxley@yahoo.com,08/10/2016 02:28 AM,47dfc61e93d21c4d05,mcpro,719623,SEK,0
206,731727,GB,GB,annalisa.anger@hotmail.com,08/10/2016 02:43 AM,8702ec34b105076821,mccommercialpremiumcredit,561814,CAD,0
207,893508,FI,FI,agatha.mcclendon@gmail.com,08/10/2016 03:04 AM,de12de08c7ef0be2d1,visaplatinum,138372,SEK,0
208,10110,NL,NL,jutta.festa@gmail.com,08/10/2016 03:06 AM,bd882b1402c7ae9137,visa_applepay,395687,EUR,0
209,176007,NI,NI,sydney.rusek@gmail.com,08/10/2016 03:40 AM,5951476a9d3d41120f,visapremiumcredit,647868,NOK,0
210,511390,US,US,tiffanie.fullenkamp@hotmail.com,08/10/2016 03:50 AM,f7c5e2e1b51394c4a0,vpay,622858,CAD,0
211,113446,CN,CN,bo.cuddy@msn.com,08/10/2016 06:27 AM,e3d7bfc946664c12ac,mccorporatedebit,529035,AUD,0
212,911011,FR,FR,daren.burk@gmail.com,08/10/2016 06:38 AM,3e7db78a49e8d9e5ce,visafleetdebit,627430,CAD,0
213,320936,NO,NO,emma.willems@msn.com,08/10/2016 07:06 AM,5697c62038f0ec6201,mcstandardcredit,127446,EUR,0
214,778099,FI,FI,agatha.mcclendon@gmail.com,08/10/2016 07:13 AM,8b253da8d3e2d4db82,visafleetcredit,445162,EUR,0
215,112083,UA,UA,louvenia.regnier@yahoo.com,08/10/2016 08:59 AM,98f6c390106d317e30,visacredit,983176,EUR,0
216,454716,NO,NO,annabel.stankiewicz@msn.com,08/10/2016 09:03 AM,605d4e27b5b22b755a,electron,746636,NOK,0
217,717174,RO,RO,faye.lamy@yahoo.com,08/10/2016 12:19 PM,561aedd0809ded9b44,mcstandarddebit,804904,AUD,0
218,402058,AU,AU,millicent.marini@yahoo.com,08/10/2016 12:30 PM,f7f41f9be236dd6386,mcfleetcredit,645304,AUD,0
219,575009,FI,FI,lavenia.jaffee@msn.com,08/10/2016 12:51 PM,802553a2df52b7352a,maestro,984673,AUD,0
220,612332,NI,CA,ester.hooker@aol.com,08/10/2016 01:26 PM,83cb88034ae50df1da,mcpurchasingdebit,487448,AUD,0
221,410571,DE,NL,leah.gillette@gmail.com,08/10/2016 02:16 PM,2f9e3225203a2c8713,mc_applepay,847152,AUD,0
222,328862,NL,SE,thea.coughlin@gmail.com,08/10/2016 02:17 PM,cfac798e20c2973efd,mcpro,929087,SEK,1
223,44960,CA,CA,eliana.hackman@aol.com,08/10/2016 02:36 PM,6a8d78ff824da3bc0e,visahipotecario,782861,GBP,0
224,462258,NL,NL,marta.nathaniel@msn.com,08/10/2016 03:12 PM,18e46ed9f000f12aa8,visacredit,844857,CNY,0
225,435203,NI,NI,elyse.manalo@gmail.com,08/10/2016 03:42 PM,9b066e30bed92ddd38,visaclassic,627541,CNY,0
226,519976,NL,NL,jutta.festa@gmail.com,08/10/2016 03:55 PM,39bc067b471c88fff1,cirrus,768435,CAD,0
227,482294,CN,CN,lera.moretti@msn.com,08/10/2016 04:48 PM,cd03ef2952962ab819,mc,969442,EUR,0
228,315408,NL,NL,amanda.bork@gmail.com,08/10/2016 05:20 PM,12229ecb76d37dd59f,amex_applepay,868405,CAD,0
229,286296,AU,AU,jutta.festa@aol.com,08/10/2016 05:41 PM,9b1c76987ff5a50046,amex,798128,GBP,0
230,784822,BE,BE,beata.swanner@msn.com,08/10/2016 06:31 PM,332a5120e185e9e7d3,mc_androidpay,150852,USD,0
231,507823,FR,FR,mallory.heyer@yahoo.com,08/10/2016 07:45 PM,df0ad9abaabe41527e,visabusiness,137169,EUR,1
232,630708,FR,FR,pearl.letts@gmail.com,08/10/2016 08:57 PM,a7eb73d86564a15f4e,mcpremiumcredit,207127,AUD,0
233,85543,SE,SE,rebecka.sedlak@yahoo.com,08/10/2016 09:25 PM,407cadf362ef1b63d0,visasuperpremiumcredit,181121,SEK,0
234,623177,CA,CA,claire.moir@hotmail.com,08/10/2016 09:51 PM,18a67d1779fabcc72e,visasuperpremiumdebit,471410,CNY,0
235,624342,GB,GB,romelia.salgado@gmail.com,08/10/2016 10:33 PM,efd2a37fd89e077d61,visacommercialcredit,424446,NOK,0
236,843290,NI,NI,ester.hooker@aol.com,08/10/2016 10:49 PM,1d29c12ca8a9d9958b,visacredit,517263,CNY,0
237,12402,BE,RO,fernando.canney@gmail.com,08/10/2016 11:44 PM,2e171606a0167b2688,"bijcard, mccommercialdebit",649732,GBP,0
238,294364,BE,BE,wanda.pakele@msn.com,09/10/2016 12:03 AM,3af91cc2f463555856,visaclassic,649667,EUR,0
239,24578,BE,BE,dorcas.cameron@gmail.com,09/10/2016 04:35 AM,2536181a66f44f9ded,mc_applepay,770017,CAD,0
240,361327,AU,AU,yesenia.hovland@aol.com,09/10/2016 07:05 AM,77398e2aafef726d55,maestrouk,909271,SEK,0
241,198274,FI,FI,bo.cuddy@msn.com,09/10/2016 08:20 AM,5736b783974f1432a7,visadankort,967303,GBP,0
242,754380,FI,FI,lera.moretti@msn.com,09/10/2016 08:40 AM,32eca07c324bdee00c,visafleetcredit,299879,USD,0
243,502526,UA,UA,bryce.riffel@hotmail.com,09/10/2016 09:48 AM,6792ea8f22e600cd91,visapurchasingcredit,251918,AUD,0
244,226224,RO,RO,michael.fairfax@hotmail.com,09/10/2016 12:01 PM,d17f86bdc0837cba2a,vpay,634548,AUD,1
245,802586,NO,AU,annalisa.anger@msn.com,09/10/2016 02:02 PM,902915f9f7d75c2167,mccredit,412766,USD,0
246,51176,UA,UA,cruz.oquinn@gmail.com,09/10/2016 03:05 PM,f09a3694b6eb74ad91,visabusiness,468105,CNY,0
247,157112,NI,NI,carmine.mach@hotmail.com,09/10/2016 03:07 PM,1745e944b1905365bf,visacommercialcredit,964387,CAD,0
248,601083,US,US,sydney.rusek@msn.com,09/10/2016 03:24 PM,ebae4878ab88a95680,visacorporate,512587,GBP,0
249,6516,NO,NO,emma.willems@msn.com,09/10/2016 04:14 PM,a2723c8d7153ddc656,amex_samsungpay,428905,SEK,0
250,615189,AU,AU,yesenia.hovland@aol.com,09/10/2016 04:44 PM,e60ad9eefb10043248,amex_samsungpay,736072,NOK,0
251,832338,NI,UA,pearl.letts@aol.com,09/10/2016 06:36 PM,1123e121f0304a9b4e,visacredit,615989,CAD,1
252,994350,DE,DE,wanda.pakele@aol.com,09/10/2016 07:01 PM,8e092ed463195f5452,mc_androidpay,257300,AUD,0
253,934800,CN,CN,bertha.desir@hotmail.com,09/10/2016 09:34 PM,2c4b72073e4a7f8ff9,visacorporatecredit,451471,USD,0
254,703137,AU,AU,elyse.manalo@gmail.com,09/10/2016 09:57 PM,fec052caf51c0727d8,mccorporatedebit,733921,CNY,0
255,627467,GB,GB,bernadette.schildgen@hotmail.com,09/10/2016 09:59 PM,49d788c3692880335f,mccredit,227720,CAD,0
256,409368,US,SE,tiffanie.fullenkamp@hotmail.com,09/10/2016 10:59 PM,af60fc6303a1a78061,mcstandarddebit,465945,AUD,0
257,379078,NI,NI,johnny.digiovanni@msn.com,10/10/2016 12:16 AM,e04c73178e281456e2,mcpurchasingcredit,656196,SEK,0
258,288663,UA,UA,magen.valentin@hotmail.com,10/10/2016 12:44 AM,694201bf3bf7bccd4d,visacorporate,646445,NOK,1
259,154130,RO,RO,claire.moir@yahoo.com,10/10/2016 01:06 AM,2d6525b93fed07323c,mcpremiumcredit,605974,CNY,0
260,707916,CN,CN,bertha.desir@hotmail.com,10/10/2016 01:25 AM,72c91a6a6e19b2654b,visacredit,546059,EUR,0
261,522525,NO,NO,annalisa.anger@msn.com,10/10/2016 03:06 AM,8441486bc62d655c7e,mcpro,940644,GBP,0
262,818843,US,US,sherice.tims@hotmail.com,10/10/2016 03:07 AM,d2e47b9949793a95f4,mccorporatecredit,176378,CNY,0
263,437492,US,US,machelle.eastham@msn.com,10/10/2016 03:12 AM,fb10b372bfe8c9664d,visaalphabankbonus,276105,SEK,0
264,171928,NO,NO,kelley.pazos@hotmail.com,10/10/2016 07:14 AM,87f7e83f5fedef7f5e,visa_androidpay,754023,CAD,0
265,873726,UA,UA,magen.valentin@hotmail.com,10/10/2016 07:38 AM,fe4e8b4e1c96acb92e,visacorporatedebit,879897,CNY,1
266,173134,UA,UA,magen.valentin@hotmail.com,10/10/2016 07:39 AM,fe4e8b4e1c96acb92e,visacorporatedebit,879897,GBP,1
267,275909,UA,UA,magen.valentin@hotmail.com,10/10/2016 07:40 AM,694201bf3bf7bccd4d,visacorporate,646445,CAD,1
268,603821,UA,UA,magen.valentin@hotmail.com,10/10/2016 07:41 AM,694201bf3bf7bccd4d,visacorporate,646445,USD,1
269,107417,UA,UA,magen.valentin@hotmail.com,10/10/2016 07:41 AM,694201bf3bf7bccd4d,visacorporate,646445,NOK,1
270,941251,UA,UA,magen.valentin@hotmail.com,10/10/2016 07:41 AM,fe4e8b4e1c96acb92e,visacorporatedebit,879897,NOK,1
271,213294,UA,UA,magen.valentin@hotmail.com,10/10/2016 07:42 AM,694201bf3bf7bccd4d,visacorporate,646445,GBP,1
272,671759,UA,UA,magen.valentin@hotmail.com,10/10/2016 07:42 AM,694201bf3bf7bccd4d,visacorporate,646445,CAD,1
273,432366,DE,DE,phil.moreau@aol.com,10/10/2016 09:17 AM,667c27f9bf7eb4a01e,visasuperpremiumcredit,756749,NOK,0
274,467012,FI,FI,ardelia.mey@hotmail.com,10/10/2016 10:03 AM,c1624c1708a7418778,visasignature,855719,CNY,0
275,736176,NO,NO,adolfo.spurlock@yahoo.com,10/10/2016 10:15 AM,34105bbdffd47cd984,mcalphabankbonus,865306,CAD,0
276,154531,US,DE,albert.wike@gmail.com,10/10/2016 10:52 AM,95290979496bc3fc25,visabusiness,690319,AUD,1
277,361458,BE,BE,fernando.canney@gmail.com,10/10/2016 11:36 AM,c284068cf08ea8247d,visastandardcredit,859831,GBP,0
278,281543,BE,BE,machelle.eastham@hotmail.com,10/10/2016 12:02 PM,80aad31d58ab7887ac,mcdebit,265154,SEK,0
279,227659,FR,FR,crissy.scoggins@gmail.com,10/10/2016 12:32 PM,0d686db2a07bc53c35,maestrouk,597243,CNY,0
280,71455,CA,CA,phil.moreau@msn.com,10/10/2016 12:48 PM,4bd7b36d5d2e6c2a26,visadankort,422972,EUR,0
281,107346,BE,BE,misty.havlik@aol.com,10/10/2016 01:25 PM,558e746841d126ec3f,visacorporatecredit,633547,CNY,0
282,193934,NL,UA,louvenia.regnier@msn.com,10/10/2016 03:01 PM,cbec863b33fe611e2b,visapurchasing,687554,AUD,0
283,516638,US,US,albert.wike@gmail.com,10/10/2016 03:06 PM,1da71bad4ed5992b35,visacommercialsuperpremiumcredit,305770,EUR,1
284,698269,FR,FR,mallory.heyer@yahoo.com,10/10/2016 05:10 PM,03b53e2c6bf44bd056,visaalphabankbonus,749957,CAD,1
285,68104,BE,BE,crissy.scoggins@gmail.com,10/10/2016 07:45 PM,d7fcb6cb410d85465c,mccommercialpremiumdebit,889032,USD,0
286,116151,US,US,arla.foronda@yahoo.com,10/10/2016 08:52 PM,6128058179b3729fe6,visahipotecario,803752,CAD,0
287,518188,UA,UA,concepcion.waldeck@hotmail.com,10/10/2016 09:17 PM,1cc2a36ad35c6f76c4,amex,297097,SEK,0
288,140795,AU,AU,rebecka.sedlak@yahoo.com,10/10/2016 09:52 PM,7df6af354e02767a1d,mcfleetcredit,943618,USD,0
289,17265,NO,NO,ann.fandel@hotmail.com,10/10/2016 10:38 PM,5661f5632be4b69efa,visapremiumcredit,325649,NOK,0
290,456003,AU,AU,rebecka.sedlak@yahoo.com,10/10/2016 10:57 PM,5e123b2299a7746de3,amex_samsungpay,669071,EUR,0
291,988604,UA,UA,deirdre.jahns@gmail.com,11/10/2016 02:09 AM,0cd4e2cf6d37f0094d,amex_samsungpay,679457,EUR,1
292,158399,UA,UA,deirdre.jahns@gmail.com,11/10/2016 02:10 AM,d8a80acf03288ca21b,visacommercialpremiumcredit,354378,CNY,1
293,314031,UA,UA,deirdre.jahns@gmail.com,11/10/2016 02:11 AM,5d5ff956afcc326c61,mc_androidpay,629684,EUR,1
294,329822,UA,UA,deirdre.jahns@gmail.com,11/10/2016 02:11 AM,d8a80acf03288ca21b,visacommercialpremiumcredit,354378,CNY,1
295,381692,UA,UA,deirdre.jahns@gmail.com,11/10/2016 02:11 AM,d8a80acf03288ca21b,visacommercialpremiumcredit,354378,AUD,1
296,975125,UA,UA,deirdre.jahns@gmail.com,11/10/2016 02:11 AM,d8a80acf03288ca21b,visacommercialpremiumcredit,354378,GBP,1
297,669723,UA,UA,deirdre.jahns@gmail.com,11/10/2016 02:12 AM,5d5ff956afcc326c61,mc_androidpay,629684,SEK,1
298,478181,UA,UA,deirdre.jahns@gmail.com,11/10/2016 02:12 AM,d8a80acf03288ca21b,visacommercialpremiumcredit,354378,CNY,1
299,657248,UA,UA,deirdre.jahns@gmail.com,11/10/2016 02:12 AM,0cd4e2cf6d37f0094d,amex_samsungpay,679457,EUR,1
300,178150,UA,UA,deirdre.jahns@gmail.com,11/10/2016 02:13 AM,d8a80acf03288ca21b,visacommercialpremiumcredit,354378,CAD,1
301,773284,UA,UA,deirdre.jahns@gmail.com,11/10/2016 02:14 AM,d8a80acf03288ca21b,visacommercialpremiumcredit,354378,AUD,1
302,558050,UA,UA,deirdre.jahns@gmail.com,11/10/2016 02:14 AM,0cd4e2cf6d37f0094d,amex_samsungpay,679457,CNY,1
303,571968,UA,UA,deirdre.jahns@gmail.com,11/10/2016 02:14 AM,5d5ff956afcc326c61,mc_androidpay,629684,SEK,1
304,967279,FR,FR,annika.locust@hotmail.com,11/10/2016 02:40 AM,a3df3cc9d1e5413d2f,visacorporatedebit,789646,AUD,0
305,174641,RO,RO,marta.nathaniel@yahoo.com,11/10/2016 04:00 AM,fcf2b11408b553e0a2,bcmc,815023,SEK,1
306,454572,AU,AU,millicent.marini@yahoo.com,11/10/2016 04:51 AM,ade08dfda32b2bd29e,visacredit,907177,GBP,0
307,812657,UA,UA,deirdre.jahns@gmail.com,11/10/2016 04:58 AM,d8a80acf03288ca21b,visacommercialpremiumcredit,354378,EUR,1
308,410284,UA,FR,rayford.vesey@gmail.com,11/10/2016 05:42 AM,4683f7a519fed40630,visacommercialpremiumcredit,136224,CAD,1
309,342709,AU,AU,annalisa.anger@aol.com,11/10/2016 06:16 AM,d6a29bf9f79f6b6ce3,visacorporatedebit,512099,GBP,0
310,778657,BE,DE,mallory.heyer@gmail.com,11/10/2016 06:34 AM,bcfed09363758efdb8,mccorporate,575961,NOK,1
311,693332,RO,RO,rebecka.sedlak@gmail.com,11/10/2016 11:46 AM,b6fb47983ce6a465fb,mcpremiumdebit,629119,USD,0
312,985210,GB,GB,soon.steiger@hotmail.com,11/10/2016 11:48 AM,389ab9544dbdfac4f7,mcfleetcredit,158157,AUD,0
313,593820,FR,FR,mallory.heyer@yahoo.com,11/10/2016 12:01 PM,df0ad9abaabe41527e,visabusiness,137169,AUD,1
314,818125,FI,FI,preston.vartanian@msn.com,11/10/2016 01:00 PM,99527595bb7e57a951,visapurchasingcredit,713791,SEK,0
315,561294,FI,FI,thomasena.sprayberry@yahoo.com,11/10/2016 01:37 PM,09f6961bb227117850,mc,152122,EUR,0
316,165562,US,US,ester.hooker@hotmail.com,11/10/2016 03:30 PM,15a8f9cffd9c970306,bcmc_mobile,184417,USD,0
317,723999,SE,SE,leone.bracero@aol.com,11/10/2016 03:48 PM,c892311efd9dcf5c85,visapremiumcredit,218138,EUR,0
318,446803,NL,BE,jutta.festa@gmail.com,11/10/2016 05:43 PM,d4c873358951416f85,mcpurchasingcredit,472119,USD,0
319,283561,DE,DE,esther.chavarria@yahoo.com,11/10/2016 07:07 PM,a9841af676de9598e0,mc_samsungpay,450996,CNY,1
320,753981,DE,DE,esther.chavarria@yahoo.com,11/10/2016 07:07 PM,a9841af676de9598e0,mc_samsungpay,450996,SEK,1
321,964564,DE,DE,esther.chavarria@yahoo.com,11/10/2016 07:07 PM,fd0fbed7878033cb21,travelmoney,857329,EUR,1
322,213115,DE,DE,esther.chavarria@yahoo.com,11/10/2016 07:08 PM,fd0fbed7878033cb21,travelmoney,857329,SEK,1
323,585436,DE,DE,esther.chavarria@yahoo.com,11/10/2016 07:09 PM,a9841af676de9598e0,mc_samsungpay,450996,CNY,1
324,741680,DE,DE,esther.chavarria@yahoo.com,11/10/2016 07:09 PM,fd0fbed7878033cb21,travelmoney,857329,USD,1
325,747314,DE,DE,esther.chavarria@yahoo.com,11/10/2016 07:09 PM,a9841af676de9598e0,mc_samsungpay,450996,CNY,1
326,83931,DE,DE,esther.chavarria@yahoo.com,11/10/2016 07:11 PM,83ec666fe446828bac,amex_androidpay,419726,CAD,1
327,437292,DE,DE,esther.chavarria@yahoo.com,11/10/2016 07:11 PM,a9841af676de9598e0,mc_samsungpay,450996,CNY,1
328,98922,DE,DE,esther.chavarria@yahoo.com,11/10/2016 07:11 PM,fd0fbed7878033cb21,travelmoney,857329,SEK,1
329,283505,DE,DE,esther.chavarria@yahoo.com,11/10/2016 07:11 PM,83ec666fe446828bac,amex_androidpay,419726,SEK,1
330,518160,DE,DE,esther.chavarria@yahoo.com,11/10/2016 07:11 PM,a9841af676de9598e0,mc_samsungpay,450996,GBP,1
331,579406,DE,DE,esther.chavarria@yahoo.com,11/10/2016 07:12 PM,fd0fbed7878033cb21,travelmoney,857329,EUR,1
332,936411,DE,DE,esther.chavarria@yahoo.com,11/10/2016 07:12 PM,fd0fbed7878033cb21,travelmoney,857329,NOK,1
333,448542,US,US,annamarie.ogle@msn.com,11/10/2016 08:32 PM,4018b6b96774689241,amex_applepay,729298,EUR,0
334,923489,AU,AU,crissy.scoggins@yahoo.com,11/10/2016 08:48 PM,f78da83a86029089e5,mcpremiumdebit,746985,SEK,0
335,155593,FI,FI,preston.vartanian@msn.com,11/10/2016 08:54 PM,ffe84629f378c79b82,mc_androidpay,642104,EUR,0
336,235245,NL,UA,ermelinda.dumont@gmail.com,11/10/2016 09:02 PM,efc830a384ae7b0d0f,visasignature,658938,AUD,0
337,140674,US,US,marta.nathaniel@msn.com,11/10/2016 10:14 PM,95ba290a147b93a879,mcstandarddebit,480730,NOK,0
338,393626,RO,RO,johnny.digiovanni@aol.com,11/10/2016 11:17 PM,576ed335e2f07c1c95,mcstandardcredit,249212,NOK,0
339,660672,NL,NL,teresa.hilgefort@gmail.com,11/10/2016 11:29 PM,7c1924819d60ac78a3,mccorporate,512304,NOK,0
340,224206,US,US,fernando.canney@yahoo.com,12/10/2016 12:35 AM,715932a247d4bd582a,mcpremiumdebit,238448,CAD,0
341,372636,CN,CN,ivy.rickenbacker@yahoo.com,12/10/2016 01:13 AM,823a24948f14a91e90,visasaraivacard,863336,SEK,0
342,932796,UA,UA,amado.shoulders@gmail.com,12/10/2016 01:49 AM,d1d373113a225d06a7,mcfleetdebit,833085,GBP,0
343,635902,CA,CA,kendra.kiss@msn.com,12/10/2016 02:50 AM,ebe97f9010a17c1924,mcalphabankbonus,318865,CAD,0
344,764839,RO,RO,douglass.moffit@yahoo.com,12/10/2016 03:13 AM,09064f5ebf77920bbe,mcsuperpremiumcredit,459884,CNY,0
345,104928,FR,FR,conchita.brodeur@yahoo.com,12/10/2016 03:13 AM,1c95a65fcef0cc6234,travelmoney,386815,CNY,0
346,432493,GB,GB,romelia.salgado@gmail.com,12/10/2016 04:40 AM,65558f40b0e1168859,visafleetdebit,564332,CNY,0
347,81038,US,US,machelle.eastham@msn.com,12/10/2016 05:30 AM,fb10b372bfe8c9664d,visaalphabankbonus,276105,NOK,0
348,968194,NI,AU,francesco.mccormack@gmail.com,12/10/2016 06:35 AM,c2eccba6d6fe0e1aaa,bcmc,181021,CAD,1
349,406174,UA,UA,louvenia.regnier@yahoo.com,12/10/2016 07:37 AM,98f6c390106d317e30,visacredit,983176,EUR,0
350,589520,GB,GB,francesco.mccormack@yahoo.com,12/10/2016 08:48 AM,ec5b3964a669a595a5,visa_samsungpay,357541,SEK,0
351,862008,BE,BE,louvenia.regnier@gmail.com,12/10/2016 09:53 AM,273658b80a1d01b19c,mc_androidpay,829829,NOK,0
352,531699,FR,FR,arla.foronda@yahoo.com,12/10/2016 11:52 AM,dbb017450f7dfae32d,visadebit,597180,NOK,0
353,775295,NI,NI,deirdre.jahns@yahoo.com,12/10/2016 12:09 PM,0961befebe7b91fbb7,mccorporate,170909,SEK,0
354,666732,NI,NI,wanda.pakele@aol.com,12/10/2016 12:22 PM,92cfbc3da84aa6bfb2,mccredit,316271,USD,0
355,809319,AU,CA,lissette.walrath@gmail.com,12/10/2016 12:34 PM,15f51ebfdb693a9bee,visafleetdebit,329469,SEK,0
356,963254,FR,FR,annika.locust@hotmail.com,12/10/2016 12:34 PM,a3df3cc9d1e5413d2f,visacorporatedebit,789646,CNY,0
357,592372,FR,FR,crissy.scoggins@gmail.com,12/10/2016 02:51 PM,caf85b81cc7c935773,"bijcard, mccommercialdebit",609955,CNY,0
358,660618,AU,AU,angelyn.deason@yahoo.com,12/10/2016 03:21 PM,d104bdee2ab73dbe98,bcmc,645637,USD,0
359,736968,US,US,tiffanie.fullenkamp@hotmail.com,12/10/2016 03:22 PM,494f139a73e7daa3fc,visasignature,515352,NOK,0
360,453091,DE,DE,ross.whitney@hotmail.com,12/10/2016 03:27 PM,072c1ca287f25950f7,mcpurchasingcredit,192249,AUD,0
361,393877,BE,BE,demetrice.lorenzo@gmail.com,12/10/2016 04:09 PM,b18915e5ebb2e6ef3b,visacorporatecredit,139735,NOK,0
362,394365,UA,UA,phil.moreau@yahoo.com,12/10/2016 04:13 PM,4187c043884192ddd4,mc_androidpay,934894,CNY,0
363,608752,SE,SE,georgianne.patricia@hotmail.com,12/10/2016 04:53 PM,5bc58cfa21ff3a6b3a,jcb,602328,CAD,0
364,840033,BE,BE,beata.swanner@msn.com,12/10/2016 04:54 PM,332a5120e185e9e7d3,mc_androidpay,150852,CAD,0
365,105881,BE,CA,jill.reza@yahoo.com,12/10/2016 05:36 PM,f07456eb28ce5337c4,visacorporatedebit,157140,GBP,0
366,498224,NL,NL,marta.nathaniel@msn.com,12/10/2016 06:20 PM,36bd1b13d59defd66e,mccredit,630350,GBP,0
367,922134,CA,CA,lashay.creager@msn.com,12/10/2016 06:45 PM,c63dee94c3409c605a,visastandardcredit,212133,AUD,0
368,682861,FR,FR,mallory.heyer@hotmail.com,12/10/2016 07:28 PM,c3b2c45b9b5ea08e87,cirrus,473229,GBP,0
369,262062,US,UA,romelia.salgado@yahoo.com,12/10/2016 08:00 PM,e38310d5b97a7295e0,visa_samsungpay,624827,NOK,1
370,795915,US,US,romelia.salgado@yahoo.com,12/10/2016 08:00 PM,521dcd106a5eb1db79,visasaraivacard,730284,GBP,1
371,930393,US,US,romelia.salgado@yahoo.com,12/10/2016 08:00 PM,521dcd106a5eb1db79,visasaraivacard,730284,USD,1
372,756456,US,UA,romelia.salgado@yahoo.com,12/10/2016 08:01 PM,e38310d5b97a7295e0,visa_samsungpay,624827,EUR,1
373,973265,US,US,romelia.salgado@yahoo.com,12/10/2016 08:01 PM,521dcd106a5eb1db79,visasaraivacard,730284,USD,1
374,103871,US,US,romelia.salgado@yahoo.com,12/10/2016 08:01 PM,521dcd106a5eb1db79,visasaraivacard,730284,USD,1
375,372551,US,US,romelia.salgado@yahoo.com,12/10/2016 08:01 PM,975ebe77d175a1273d,mc_samsungpay,946867,NOK,1
376,845496,US,US,romelia.salgado@yahoo.com,12/10/2016 08:02 PM,975ebe77d175a1273d,mc_samsungpay,946867,USD,1
377,108676,US,UA,romelia.salgado@yahoo.com,12/10/2016 08:03 PM,e38310d5b97a7295e0,visa_samsungpay,624827,CNY,1
378,805618,US,UA,romelia.salgado@yahoo.com,12/10/2016 08:04 PM,e38310d5b97a7295e0,visa_samsungpay,624827,GBP,1
379,865107,US,UA,romelia.salgado@yahoo.com,12/10/2016 08:05 PM,e38310d5b97a7295e0,visa_samsungpay,624827,GBP,1
380,162802,NL,NL,bryce.riffel@hotmail.com,12/10/2016 08:55 PM,9b56064b14a5e32673,mccorporatecredit,771430,SEK,0
381,950993,US,US,lawanna.dauber@msn.com,12/10/2016 11:12 PM,a950bb959a61c167c8,vpay,914557,GBP,0
382,264948,RO,RO,marta.nathaniel@yahoo.com,12/10/2016 11:55 PM,150af6ac850971a2e9,mcsuperpremiumdebit,809705,EUR,1
383,714299,CN,CN,ivy.rickenbacker@yahoo.com,13/10/2016 02:21 AM,08166e3f38b541aaca,mcatm,232005,SEK,0
384,474394,AU,AU,chantel.albus@msn.com,13/10/2016 03:18 AM,71ebf4e0f28dae1351,mcsuperpremiumdebit,577038,CNY,0
385,269598,RO,RO,adolfo.spurlock@yahoo.com,13/10/2016 03:20 AM,266bd6c927bcda5d61,amex_samsungpay,457398,SEK,0
386,206999,FR,FR,pearl.letts@gmail.com,13/10/2016 03:20 AM,b7bd46e1f2c3828c60,visapurchasingcredit,183553,GBP,0
387,775928,BE,AU,mallory.heyer@gmail.com,13/10/2016 03:32 AM,1e9e14bea876e6c57d,maestrouk,302973,CAD,1
388,591922,NO,NO,chantel.albus@hotmail.com,13/10/2016 04:02 AM,0ffc951fa0ace0d40c,visagold,608793,AUD,0
389,929269,FR,FR,crissy.scoggins@gmail.com,13/10/2016 05:23 AM,a4d5bdd156d2795da0,electron,676308,USD,0
390,887284,CN,CN,francesco.mccormack@msn.com,13/10/2016 07:12 AM,501ac375e292284b23,mcpremiumcredit,611391,USD,0
391,798669,SE,SE,georgianne.patricia@hotmail.com,13/10/2016 08:34 AM,5bc58cfa21ff3a6b3a,jcb,602328,AUD,0
392,974980,NI,RO,adolfo.spurlock@msn.com,13/10/2016 10:38 AM,2b0b0b7a332a30bb0a,mccommercialpremiumcredit,504042,AUD,0
393,167121,SE,SE,misty.havlik@hotmail.com,13/10/2016 10:44 AM,3c3ff31b1c3e224c18,"bijcard, mccommercialdebit",443886,EUR,0
394,428204,DE,DE,natasha.trader@aol.com,13/10/2016 11:59 AM,61db71f0bfcf87ddc4,visapurchasing,906260,NOK,1
395,595378,GB,GB,kimi.hobby@aol.com,13/10/2016 02:30 PM,e5dff5f8309dbbf413,visacorporate,468489,EUR,0
396,385049,SE,SE,misty.havlik@hotmail.com,13/10/2016 03:21 PM,850b9570b800d7a012,visacredit,352304,AUD,0
397,107144,NL,NL,fernando.canney@hotmail.com,13/10/2016 04:05 PM,4a3e0ffe576be2cf20,visa_samsungpay,976698,USD,0
398,635972,NO,NO,chantel.albus@hotmail.com,13/10/2016 04:53 PM,5a82e6189b6a039a1f,travelmoney,544006,SEK,0
399,133263,FR,FR,arla.foronda@yahoo.com,13/10/2016 06:28 PM,0c4c0cd2bfbac1fe02,visagold,394560,AUD,0
400,967582,FI,FI,ardelia.mey@hotmail.com,13/10/2016 06:51 PM,e0778f2d504fe266a3,visacommercialdebit,133782,EUR,0
401,702186,DE,DE,esther.chavarria@yahoo.com,13/10/2016 07:12 PM,fd0fbed7878033cb21,travelmoney,857329,EUR,1
402,543892,CN,CN,tess.haslett@hotmail.com,13/10/2016 07:27 PM,1e2896e62480aa7135,mc_androidpay,569284,AUD,0
